genre_title,title,author,rating,views,status,categories,published_date_in_days,updated_time_in_days,latest_chapter_number
Trinh Thám,Gửi Thanh Xuân Đã Không Vì Mình Nhưng Vẫn Phải Đi Qua,Cẩm Tú Sơn Hà,8.1,1188,Đang ra,"Trinh Thám, Linh Dị",150,150,7
Trinh Thám,Mỗi Lần Mở Cửa Đều Đến Hiện Trường Vụ Án,Từ Tiểu Miêu,7.7,3058,Đang ra,"Truyện Nữ Cường, Trinh Thám, Đô Thị, Ngôn Tình, Truyện Sủng, Huyền huyễn",150,150,50
Trinh Thám,18 Tầng Địa Ngục,Rainy,7.9,2025,Full,"Trinh Thám, Đô Thị, Linh Dị, Truyện Teen",120,120,22
Trinh Thám,Lời Nguyền Ngũ Hành,Khánh Dy,7.4,1340,Đang ra,"Dị Năng, Trinh Thám, Hài Hước, Đô Thị, Truyện Khác, Thám Hiểm, Huyền huyễn",120,120,23
Trinh Thám,Mắt Phải Của Tôi Nhìn Thấy Quỷ,Hiên Viên Tử Mạch,7.9,1754,Đang ra,"Trinh Thám, Đô Thị, Linh Dị",240,120,36
Trinh Thám,Một Trăm Cách Nuôi Dưỡng Ngự Miêu,Liễu Tứ,8.2,1942,Đang ra,"Cổ Đại, Trinh Thám, Đam Mỹ",240,120,20
Trinh Thám,Băng Động,Hải Đích Cáp Tử,8.4,2422,Full,"Trinh Thám, Đoản Văn, Đô Thị, Ngôn Tình",150,150,25
Trinh Thám,Thập Niên 90 Đáp Thật Hỏi Vặn Vừa Phá Án Vừa Hóng Drama,Kỷ Đông,7.0,1185,Đang ra,"Truyện Nữ Cường, Trinh Thám, Hài Hước, Đô Thị, Ngôn Tình, Xuyên Không, Truyện Sủng, Huyền huyễn",120,120,6
Trinh Thám,Vấn Tội Trường An,Nguyệt Mạc,7.6,3233,Đang ra,"Truyện Nữ Cường, Cổ Đại, Trinh Thám, Ngôn Tình, Dị Giới, Truyện Khác, Xuyên Không",150,150,54
Trinh Thám,Xuyên Về Cổ Đại Ta Dựa Vào Huyền Học Để Làm Giàu Nuôi Con,Miêu Hệ Muội Muội,7.4,1491,Đang ra,"Dị Năng, Truyện Nữ Cường, Cổ Đại, Trinh Thám, Hài Hước, Điền Văn, Linh Dị, Trọng Sinh, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng, Truyện Gia Đấu, Huyền huyễn",120,120,50
Trinh Thám,Rashomon Của Họ,Lưu Tiểu Khiêm,8.3,1504,Full,"Trinh Thám, Ngôn Tình",150,150,7
Trinh Thám,Chiếc Cá Đứng Đắn Online Phá Án,Vinh Tiểu Hiên,8.2,1660,Đang ra,"Trinh Thám, Đô Thị, Linh Dị, Đam Mỹ",210,150,22
Trinh Thám,Thần Thám Mở Mắt Ra Lại Bị Còng Ở Phòng Thẩm Vấn,Cần Phấn Quan Quan,7.6,1536,Đang ra,"Trinh Thám, Đô Thị, Xuyên Không, Thám Hiểm",150,150,29
Trinh Thám,Hồ Sơ Vụ Án Bí Ẩn,Dạ Bất Ngữ,7.6,2616,Đang ra,"Trinh Thám, Đô Thị, Linh Dị, Truyện Khác, Thám Hiểm",150,150,50
Trinh Thám,Không Một Gia Đình,Hữu Trường,7.6,1141,Đang ra,"Trinh Thám, Đô Thị, Ngôn Tình, Truyện Khác",150,150,6
Trinh Thám,Tù Nhân Ngc 6334,Tiểu Thanh Điểm,7.1,1186,Đang ra,"Trinh Thám, Đô Thị, Ngôn Tình, Truyện Khác",150,150,5
Trinh Thám,Thần Thám Vừa Mở Mắt Ra Ta Đã Bị Còng Trong Phòng Thẩm Vấn!,Cần Phấn Quan Quan,7.8,1812,Đang ra,"Trinh Thám, Đô Thị",150,150,50
Trinh Thám,Thập Niên 90 Nữ Thần Thám,Nam Pha Ngư,7.5,2764,Đang ra,"Truyện Nữ Cường, Trinh Thám, Điền Văn, Ngôn Tình, Xuyên Không, Truyện Sủng",150,150,50
Trinh Thám,Trường An Đồng Tước Minh Trường Lạc Khúc,(>..,7.1,1113,Đang ra,"Trinh Thám, Ngôn Tình",90,90,13
Trinh Thám,Làm Nội Gián Tại Học Viện Quý Tộc,Nhân Mộng,7.1,1037,Đang ra,"Truyện Nữ Cường, Trinh Thám, Hài Hước, Đô Thị, Ngôn Tình, Truyện Khác, Xuyên Không, Thám Hiểm",90,90,5
Trinh Thám,Người Khác Là Vực Sâu,An Chi Nhược Miên,7.2,3294,Đang ra,"Trinh Thám, Đô Thị, Ngôn Tình, Truyện Sủng",150,90,53
Trinh Thám,Bugs Ở Thế Giới Khác,Thư Khách Tiếu Tàng Đao,7.5,1096,Đang ra,"Trinh Thám, Truyện Khác, Xuyên Không, Huyền huyễn",90,90,10
Trinh Thám,Cái Gì Bảo Ta Bán Con Ăn Đất Gặm Vỏ Cây Tro Cốt Cũng Cho Ngươi,Miêu Hệ Muội Muội,7.5,1138,Đang ra,"Truyện Nữ Cường, Cổ Đại, Trinh Thám, Hài Hước, Điền Văn, Ngôn Tình, Dị Giới, Truyện Khác, Xuyên Không, Truyện Sủng, Truyện Gia Đấu, Huyền huyễn",90,90,50
Trinh Thám,Cuộc Sống Làm Giàu Của Tiêu Cục Đại Tiểu Thư,Độ Ngạn Dạ,7.1,1206,Đang ra,"Cổ Đại, Trinh Thám, Trọng Sinh, Quan Trường, Truyện Khác, Xuyên Không",90,90,11
Trinh Thám,Trời Sinh Cuồng Đồ,Băng Khối Nhi,7.1,1342,Đang ra,"Trinh Thám, Đô Thị, Đam Mỹ, Truyện Sủng",300,90,15
Trinh Thám,Thính Thần,Hàm Ngư Bất Cật Thái,8.1,3577,Đang ra,"Trinh Thám, Đô Thị, Bách Hợp",240,150,38
Trinh Thám,Thập Niên 90 Hương Giang Đơn Giản Một Quẻ Nhận Tội Đền Tội,Trần Niên Nãi Phao,7.8,2819,Đang ra,"Truyện Nữ Cường, Trinh Thám, Điền Văn, Đô Thị, Linh Dị, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng, Huyền huyễn",90,90,178
Trinh Thám,Tiêm Tra Sưa Cua Tôi Toan La Dân Năm Vung Hê Liêt,Tuy Tâm Sơ Duc,7.1,4456,Đang ra,"Trinh Thám, Đam Mỹ, Huyền huyễn",300,90,188
Trinh Thám,Nữ Pháp Y Xuyên Về Thập Niên 90,Yên Ba Toái,7.2,2303,Đang ra,"Truyện Nữ Cường, Trinh Thám, Đô Thị, Ngôn Tình, Truyện Khác, Truyện Sủng, Huyền huyễn",90,90,50
Trinh Thám,Sợ Hãi! Lão Tổ Huyền Học Vừa Mở Miệng Đã Khiến Người Ta Thấy Ớn Lạnh,Bàn Bàn Ngư Đầu Tương,7.4,1207,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Hài Hước, Điền Văn, Đô Thị, Linh Dị, Trọng Sinh, Ngôn Tình, Dị Giới, Truyện Khác, Khoa Huyễn, Xuyên Không, Truyện Sủng, Truyện Gia Đấu, Thám Hiểm, Huyền huyễn",90,90,5
Trinh Thám,Thập Niên 90 Tôi Có Thể Nghe Thấy Thanh Âm Của Hung Khí,Khương Nhất Bạch,7.2,1176,Đang ra,"Dị Năng, Truyện Nữ Cường, Trinh Thám, Điền Văn, Đô Thị, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng, Huyền huyễn",120,120,9
Trinh Thám,Thoát Khỏi Bệnh Viện Tâm Thần,Mộc Xích Tố,7.0,9023,Đang ra,"Trinh Thám, Linh Dị, Đam Mỹ",1095,120,276
Trinh Thám,Quan Tài Đỏ Trấn Quỷ,Ngật Phạn Thuỵ Giác Đả Bân Bân,7.4,1471,Full,"Trinh Thám, Linh Dị, Ngôn Tình, Thám Hiểm",90,90,3
Trinh Thám,Vụ Thảm Sát Ở Cửa Hàng Hoa Quả,Chu An,7.8,1180,Full,"Trinh Thám, Ngôn Tình",90,90,4
Đoản Văn,Kẻ Thù Của Tôi Thật Ngọt,Lãng Nam Hoa,7.6,1000,Full,"Hài Hước, Đoản Văn, Đô Thị, Ngôn Tình",90,90,3
Đoản Văn,Bạn Trai Giấu Lưỡi Dao Trong Bánh Kem,Chocolate A Hoa Điềm,7.4,1209,Full,"Đoản Văn, Đô Thị",90,90,5
Đoản Văn,70 Mỹ Nhân Làm Tinh Nhặt Ve Chai Kiếm Tiền Tán Tỉnh Quân Ca Dưỡng Nhãi Con,Kiểm Phá Lạn Dưỡng Miêu,7.4,1114,Đang ra,"Truyện Nữ Cường, Truyện Ngược, Hài Hước, Điền Văn, Đoản Văn, Đô Thị, Ngôn Tình, Nữ Phụ, Truyện Khác, Truyện Sủng, Truyện Gia Đấu",90,90,5
Đoản Văn,Nhật Ký Sinh Tồn Qua Mạt Thế,Thanh Từ Lê Lê,8.4,1000,Full,"Đoản Văn, Ngôn Tình, Mạt Thế",90,90,3
Đoản Văn,Cực Quang Không Đến,Hạ Tiểu Thất,8.4,1000,Full,"Truyện Nữ Cường, Đoản Văn, Đô Thị",90,90,6
Đoản Văn,Dũng Sĩ Và Ma Pháp Sư FULL,Nặc Danh Hàm Ngư,7.2,5441,Full,"Cổ Đại, Đoản Văn, Đam Mỹ, Phương Tây, Huyền huyễn",730,90,31
Đoản Văn,Người Yêu Hoá Mèo,Khát Vũ,8.2,1319,Full,"Đoản Văn, Đô Thị, Linh Dị, Ngôn Tình, Huyền huyễn",90,90,7
Đoản Văn,Phú Quý Chốn Nhân Gian,Trương Nhược Dư,8.0,1744,Full,"Cổ Đại, Đoản Văn, Đô Thị, Ngôn Tình",90,90,14
Đoản Văn,Chờ Ngày Ngắm Biển Cùng Em,Tiểu Thần,7.4,1216,Full,"Đoản Văn, Đô Thị, Ngôn Tình",120,120,2
Đoản Văn,Ánh Sáng Và Bóng Tối FULL,Bồ Đào Ích Lực Đa Đa Đa,7.8,2079,Full,"Đoản Văn, Ngôn Tình",150,150,14
Đoản Văn,Cả Hai Đều Sai FULL,Trạc Chi Vũ,7.9,2911,Full,"Đoản Văn, Ngôn Tình",150,150,12
Đoản Văn,Chú Ấy Hơn Tôi 15 Tuổi FULL,Trương Nhược Dư,7.0,6162,Full,"Truyện Ngược, Đoản Văn, Ngôn Tình",150,150,14
Đoản Văn,Chàng Trai Tôi Thầm Mến Vừa Hay Cậu Ấy Cũng Thích Tôi,Khạc Ngã Liễu Tựu,8.4,1659,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,7
Đoản Văn,Chồng Cũ Của Từ Ý Kha,Tiểu Đồng,7.8,2757,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,8
Đoản Văn,Bạn Có Từng Nghe Câu Chuyện Trả Thù Nào Rất Cảm Động Không,Manh Vương,7.4,1685,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,13
Đoản Văn,Nàng Như Hoa Như Ngọc FULL,Trích Đào,7.1,2238,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",150,150,9
Đoản Văn,Ăn Xong Chùi Mép - Ông Nụi Sữa Bò,Ngưu Nãi Gia Gia,7.9,2008,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,10
Đoản Văn,Nữ Tổng Tài Đã Ngủ Với Tôi Là Vị Hôn Thê,Tiểu Thần,7.6,1697,Đang ra,"Đoản Văn, Đô Thị",120,120,50
Đoản Văn,Niềm Riêng Giấu Kín,Xảo Khắc Lực A Hoa Điềm,7.7,1846,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,11
Đoản Văn,Nhổ Răng Khôn Gặp Bạn Trai Cũ,Môi Bưu Phồn Não,7.7,1753,Đang ra,"Đoản Văn, Đô Thị, Đam Mỹ",150,150,11
Cổ Đại,Xuyên Sách Gả Cho Nam Phụ Hung Ác FULL,Cửu Hữu,7.1,1000,Full,"Cổ Đại, Ngôn Tình, Truyện Khác, Truyện Cung Đấu",7,7,188
Cổ Đại,Đích Trưởng Nữ Mặc Kệ Rồi! FULL,Mộng Nam Sương,7.0,1000,Full,"Truyện Nữ Cường, Cổ Đại, Ngôn Tình, Truyện Gia Đấu",,,0
Cổ Đại,Mi Yến,Thần Nguyệt,7.8,1000,Đang ra,"Cổ Đại, Đô Thị, Linh Dị, Ngôn Tình, Truyện Khác, Tiên Hiệp, Huyền huyễn",7,7,5
Cổ Đại,Thương Lan Đạo,Mặc Thư Bạch,7.8,1000,Đang ra,"Cổ Đại, Trọng Sinh, Ngôn Tình",7,7,5
Cổ Đại,Nhật Ký Hôn Nhân Của Tô Đường FULL,Khuyết Danh,7.9,1000,Full,"Cổ Đại, Hài Hước, Truyện Khác, Mạt Thế",14,14,80
Cổ Đại,Nông Môn Không Gian Huyền Học Tiểu Phúc Bảo Khéo Trồng Trọt,Đương Ngọ Tiểu Hòa Miêu,7.4,1000,Đang ra,"Truyện Nữ Cường, Cổ Đại, Điền Văn, Trọng Sinh, Ngôn Tình, Truyện Khác, Xuyên Không, Truyện Sủng",7,7,50
Cổ Đại,Thục Phi Hôm Nay Chỉ Muốn Làm Cá Mặn,Hàn Hoa Nhất Mộng,7.0,1000,Đang ra,"Cổ Đại, Hài Hước, Trọng Sinh, Ngôn Tình",7,7,5
Đoản Văn,Trúc Mã Không Yêu Tôi FULL,Lạc Khê Nhi,7.8,11466,Full,"Đoản Văn, Đô Thị, Ngôn Tình",365,120,33
Đoản Văn,Bố Tôi Mất Trí Rồi,Thiếu Tiên Thuận,7.4,2156,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,8
Cổ Đại,Kiều Thê Bất Đắc Dĩ,Tây Vân,7.1,1000,Đang ra,"Cổ Đại, Trọng Sinh, Ngôn Tình, Truyện Sủng",5,5,50
Cổ Đại,Phu Quân Đến Từ Tận Thế,Quyết Tuyệt,7.0,1000,Đang ra,"Cổ Đại, Hài Hước, Điền Văn, Ngôn Tình, Quan Trường, Xuyên Không",7,7,50
Cổ Đại,Quý Phi Mảnh Mai Có Thuật Đọc Tâm,Tư Hoạ,7.2,1000,Đang ra,"Cổ Đại, Hài Hước, Ngôn Tình",7,7,5
Cổ Đại,Phu Quân Liều Mạng Tranh Sủng Ta Cuốn Gói Bỏ Trốn Trong Đêm,Vong Xuyên Thu Thủy,7.1,1000,Đang ra,"Truyện Nữ Cường, Cổ Đại, Ngôn Tình, Dị Giới, Xuyên Không, Truyện Sủng",7,7,5
Cổ Đại,Sau Khi Trọng Sinh Ta Trở Thành Gian Thần Hắc Nguyệt Quang,Thiên Phương Phương,7.4,1000,Đang ra,"Cổ Đại, Trọng Sinh, Ngôn Tình, Truyện Khác",7,7,5
Cổ Đại,Từ Chối Hoàng Tử Cầu Hôn Sau Khi Tích Trữ Vật Tư Nàng Tự Xin Lưu Đày,Thập Tam Chi,7.0,1000,Đang ra,"Dị Năng, Truyện Nữ Cường, Cổ Đại, Điền Văn, Ngôn Tình, Xuyên Không, Truyện Cung Đấu",7,7,50
Đoản Văn,Hợp Hoan - Hạc Cửu,Hạc Cửu,8.4,3261,Full,"Cổ Đại, Đoản Văn, Trọng Sinh, Ngôn Tình",210,210,7
Đoản Văn,Bình Sữa Của Người Yêu,Mãn Lâu Chiêu,7.9,1613,Đang ra,"Đoản Văn, Đô Thị, Đam Mỹ",300,210,12
Đoản Văn,Trâu Và Cỏ,Mị Thích Ăn Cá,7.7,1941,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,15
Đoản Văn,Dù Có Gặp Lại,Hải Đích Cáp Tử,7.9,1529,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,5
Đoản Văn,Mục Sư Và Lưu Manh,W Tòng Tinh,7.6,5760,Đang ra,"Truyện Sắc, Đoản Văn, Đam Mỹ, Phương Tây",210,210,11
Đoản Văn,Sau Khi Xuyên Sách Trùm Phản Diện Yêu Tôi,Lí Lâm Tịch,7.7,3536,Full,"Đoản Văn, Đô Thị, Ngôn Tình, Nữ Phụ, Xuyên Không",210,210,8
Đoản Văn,Chiêu Thức Tán Tỉnh Phu Quân,Minh Lan,8.5,2084,Full,"Cổ Đại, Hài Hước, Đoản Văn, Ngôn Tình, Truyện Sủng",,,12
Đoản Văn,Thanh Liễu Ngọc Tư,Mễ Hoa,7.1,2733,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,12
Đoản Văn,Quy Tắc Rời Trường Ngày Cuối Tuần,Đừng Làm Rách Lưới Cửa Sổ Của Tôi,7.8,1361,Full,"Đoản Văn, Đô Thị, Linh Dị",210,210,9
Đoản Văn,Phượng Minh Chiêu Hoa,Trường An Cựu Nguyệt,7.7,1400,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,7
Đoản Văn,Ta Gả Cho Công Tử Mà Ta Không Thích,Khuyết Danh,7.9,4461,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,28
Đoản Văn,Căn Phòng Yên Tĩnh,Tịch Bát Gia Tử,8.0,8274,Full,"Truyện Sắc, Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",210,210,7
Đoản Văn,Ẻm Sẽ Chọn Rời Đi,Nguyệt Lộc,8.1,4987,Full,"Đoản Văn, Đô Thị, Ngôn Tình",180,180,23
Đoản Văn,Sao Mai Lấp Lánh Cho Những Người Đang Yêu,Bất Ái Thông Hoa,7.9,1999,Full,"Đoản Văn, Đô Thị, Ngôn Tình, Truyện Khác",180,180,8
Đoản Văn,Người Còn Tỏa Sáng Hơn Cả Ánh Trăng Kia,Địa Cầu Chung Cực Bản Thuỵ Khắc,8.1,1372,Đang ra,"Đoản Văn, Đô Thị, Ngôn Tình",,,10
Đoản Văn,Nước Lạnh,Colder,7.2,1323,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,4
Đoản Văn,Chẳng Nhận Ra Nàng,Bố Ngẫu Tiểu Thư,7.9,1988,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,8
Đoản Văn,Quy Tắc Phòng Ký Túc Xá Ban Đêm,Ngỗng,7.3,1507,Full,"Đoản Văn, Đô Thị, Linh Dị",210,210,10
Đoản Văn,Rung Động Muộn Màng,Thi Ngữ Huyên,7.2,1227,Full,"Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",210,210,2
Đoản Văn,Tôi Là Phi Tần Nhưng Lại Vụng Trộm Với Thái Giám,Phù Sinh Nhược Mộng,7.2,3368,Full,"Cổ Đại, Đoản Văn, Ngôn Tình, Truyện Sủng",180,180,17
Đoản Văn,Cho Dù Có Gặp Lại,Hải Đích Cáp Tử,7.8,2028,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,7
Đoản Văn,Khi Tình Yêu Lại Đến,Ruột Già Muốn Đi Ngủ,8.1,1763,Full,"Đoản Văn, Đô Thị, Truyện Teen, Ngôn Tình",210,210,11
Đoản Văn,Quả Đào Chanh Chua,Quýt Đào,8.1,1508,Đang ra,"Đoản Văn, Đô Thị, Truyện Teen, Ngôn Tình",240,210,12
Đoản Văn,Nguyện Dâng Cho Nàng Cả Giang Sơn,Vi Nhĩ Chiết Yêu,7.5,2222,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,9
Đoản Văn,Trái Tim Trà Xanh,Kiều Manh Chủ,7.2,1566,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,7
Đoản Văn,Quý Ngài Trong Bãi Rác,A Diệp,8.2,1656,Full,"Đoản Văn, Ngôn Tình",210,210,8
Đoản Văn,Vin Cành Chiết Ngọc,Minh Nguyệt Ánh Cừ,8.2,1886,Full,"Cổ Đại, Đoản Văn, Ngôn Tình, Truyện Sủng",210,210,6
Đoản Văn,Nụ Hôn Đầu Của Cậu Chủ,Mộ Tây Baby,7.7,1914,Full,"Đoản Văn, Ngôn Tình",210,210,6
Đoản Văn,Tiểu Ma Vương Của Ta,Quy Hưu Hồ Quân,7.6,1590,Full,"Đoản Văn, Ngôn Tình, Huyền huyễn",210,210,9
Đoản Văn,Bạn Trai Tôi Là Học Bá,Bạch Khuông Lương Thái Tử,7.3,2686,Full,"Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",210,210,11
Đoản Văn,Tôi Xuyên Thành Chị Gái Của Nhân Vật Phản Diện Rồi,Tiểu Hạ,8.0,4077,Full,"Đoản Văn, Đô Thị, Ngôn Tình, Xuyên Không",210,210,13
Đoản Văn,Ly Miêu Hay Thái Tử,Khuyết Danh,7.3,1566,Full,"Truyện Nữ Cường, Cổ Đại, Đoản Văn, Trọng Sinh, Ngôn Tình",210,210,4
Đoản Văn,Lục Minh,Bạch Khuông Lương Thái Tử,8.1,3008,Full,"Đoản Văn, Trọng Sinh, Ngôn Tình",210,210,15
Đoản Văn,Người Saiya Huyết Thống Nhược Bắt Đầu Bản Năng Vô Cực,Tiểu Thi Tử,7.0,1407,Đang ra,"Dị Năng, Đoản Văn, Đô Thị, Truyện Khác, Xuyên Không",180,180,32
Đoản Văn,Dụ Dỗ Anh Hàng Xóm,Điềm Ngưu Nãi,7.3,6740,Full,"Truyện Sắc, Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",210,210,3
Đoản Văn,Quỷ Vương Đuôi Của Ngươi Rơi Rồi,Ba Tức,7.6,2568,Full,"Cổ Đại, Đoản Văn, Ngôn Tình, Nữ Phụ, Xuyên Không, Huyền huyễn",180,180,9
Đoản Văn,Thanh Thu,An Hạo,7.7,3344,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,12
Đoản Văn,Ánh Trăng Trong Lòng Bàn Tay,Hắc Dương Vu Hà,7.8,1783,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,11
Đoản Văn,Gió Đông Tỏ Ý Chàng,Diễn Chỉ,7.5,5218,Full,"Cổ Đại, Truyện Sắc, Đoản Văn, Trọng Sinh, Ngôn Tình",210,210,12
Đoản Văn,Xuyên Nhanh Ký Chủ Là Một Tên Biến Thái Ẩn Hình,Tiểu Thất Tề Tử,8.1,1574,Đang ra,"Cổ Đại, Hài Hước, Đoản Văn, Ngôn Tình",300,210,13
Đoản Văn,Giọng Ai Ngọt Ngào,Thanh Hoan,7.6,4939,Full,"Truyện Sắc, Đoản Văn, Đô Thị, Ngôn Tình",210,210,18
Đoản Văn,Sau Khi Tôi Rời Đi Thái Tử Bắc Kinh Phát Điên Rồi,Kukukajiji,8.3,2616,Full,"Truyện Ngược, Đoản Văn, Đô Thị, Ngôn Tình",180,180,5
Đoản Văn,Mùa Đông Năm Ấy Hồ Shichahai Không Đóng Băng,Pha Tây Mễ,7.3,1300,Full,"Đoản Văn, Trọng Sinh, Ngôn Tình, Truyện Sủng",210,210,8
Đoản Văn,Một Câu Chuyện Ngọt Ngào,Dạ Đích Đệ Thất Mộng,7.6,2559,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",210,210,14
Đoản Văn,Như Mộng Giai Kỳ,Thiển Thảo Đăng,7.1,1292,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,4
Đoản Văn,Trường Lạc,Cửu Thiên Lãm Nguyệt,7.1,2624,Full,"Cổ Đại, Đoản Văn, Trọng Sinh, Ngôn Tình",210,210,6
Đoản Văn,Dòng Chảy Hoa Hồng Trắng,Bạch Khuông Lương Thái Tử,7.6,1384,Full,"Đoản Văn, Đô Thị, Ngôn Tình, Xuyên Không",210,210,6
Đoản Văn,Em Trai Tự Dâng Mình Tới Cửa,Vãn Hoà Xuy Yên,7.6,2197,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,13
Đoản Văn,Thuê Bạn Trai Cũ Về Nhà Ăn Tết,Mộc Gia Tiểu Bắc,7.9,1865,Full,"Hài Hước, Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",210,210,5
Đoản Văn,Tôi Là Đặc Vụ Ngầm,Khuyết Danh,8.5,1717,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,9
Đoản Văn,Ngủ Ngon  Tuế Kiến,Tuế Kiến,7.5,1469,Đang ra,"Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",210,210,14
Đoản Văn,Trùng Sinh Thành Toàn Cho Ngươi,Ninh Mông Đồng Học Đích Đồng Trác,7.2,4004,Full,"Cổ Đại, Đoản Văn, Trọng Sinh, Ngôn Tình",210,210,11
Đoản Văn,Chị Yêu Dấu Của Em Ơi,Khoả Lạp Quy Thương,7.2,1859,Full,"Đoản Văn, Đô Thị, Trọng Sinh, Bách Hợp",210,210,7
Đoản Văn,Giao Nhân Trong Tầm Tay,Kim Tịch Cố Niên,7.1,1305,Full,"Cổ Đại, Đoản Văn, Linh Dị, Đam Mỹ, Truyện Sủng",210,210,7
Đoản Văn,Không Ngờ Tôi Lại Là Vợ Thật Của đại Gia,Thiếu Nữ Nhứ Nhứ Niệm,8.0,2201,Full,"Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",180,180,7
Đoản Văn,Nhật Ký Đến Từ Tương Lai,Hôi Hà,7.9,1179,Full,"Đoản Văn, Ngôn Tình",180,180,4
Đoản Văn,ngôn Tình Thiên Thần Lạc Lối,Thôn Trà Tước Hoa,7.7,1587,Full,"Đoản Văn, Đô Thị, Ngôn Tình",210,210,9
Đoản Văn,Ngày Ấy Gió Ngừng,Cưu Sâm,7.8,2146,Full,"Truyện Ngược, Đoản Văn, Đô Thị, Ngôn Tình",180,180,6
Đoản Văn,Những Mảnh Ghép Của Sự Tỉnh Thức,Eric,7.4,1153,Đang ra,Đoản Văn,210,180,6
Đoản Văn,Cùng Nhau Đón Tết Đi,Tỉnh Để Đích Miêu,8.0,1511,Full,"Điền Văn, Đoản Văn, Ngôn Tình, Truyện Sủng",180,180,6
Đoản Văn,Dưới Đống Hoang Tàn,A Hạnh,8.2,2880,Full,"Truyện Ngược, Đoản Văn, Đô Thị, Ngôn Tình",180,180,10
Đoản Văn,Chiêu Chiêu Như Nguyệt,Thốn Tuyết,8.5,1960,Full,"Cổ Đại, Đoản Văn, Ngôn Tình",180,180,8
Đoản Văn,Thưa Thầy Em Là Cán Sự Bộ Môn Của Thầy Nè,Vong Liễu Hạ Diêm,7.5,2104,Đang ra,"Hài Hước, Đoản Văn, Đô Thị, Đam Mỹ",365,180,24
Đoản Văn,Làm Trùm Trong Hậu Cung,Tô Đồ,7.6,1356,Full,"Cổ Đại, Hài Hước, Đoản Văn, Ngôn Tình",180,180,3
Đoản Văn,Muội Muội Là Kẻ Xuyên Không,Hải Đích Cáp Tử,7.8,1802,Full,"Cổ Đại, Đoản Văn, Ngôn Tình, Xuyên Không",180,180,5
Đoản Văn,ngôn Tình Năm Tháng,Hello Điềm Hạnh Tử,7.5,2377,Full,"Đoản Văn, Đô Thị, Ngôn Tình",180,180,11
Đoản Văn,Thư Viết Ngày Xuân,Tự Mộ,7.5,1085,Full,"Đoản Văn, Đô Thị, Ngôn Tình",180,180,9
Đoản Văn,Trải Nghiệm Yêu Đương Với Idol,Dữu Tử Đa Nhục,7.5,1527,Full,"Hài Hước, Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",180,180,6
Đoản Văn,Vĩnh Vô Vĩnh Vô Đảo,Lục Diệc Ca,7.5,1344,Full,"Đoản Văn, Đô Thị, Ngôn Tình",180,180,8
Đoản Văn,Khi Giỏi Giang Đụng Độ Ngổ Ngáo FULL,Nam Già Ba Ngõa Ngộ Kiến Á Đinh,7.8,2093,Full,"Đoản Văn, Đô Thị, Truyện Teen, Ngôn Tình",150,150,15
Đoản Văn,Hết Yêu,Minh Hi,7.9,1273,Đang ra,"Đoản Văn, Truyện Teen",150,150,12
Đoản Văn,Bảy Phần Ngọt Ngào,Tiểu Bắc,8.4,1537,Full,"Đoản Văn, Đô Thị, Ngôn Tình, Truyện Sủng",120,120,8
Đoản Văn,Phản Ứng Ngắt Quãng,Thời Du,8.3,1000,Full,"Truyện Ngược, Đoản Văn, Đô Thị, Ngôn Tình, Truyện Khác, Xuyên Không",,,0
